ward,precinct,total,Hillary Clinton,Hillary Clinton Percent,Willie L. Wilson,Willie L. Wilson Percent,Martin J. O'Malley,Martin J. O'Malley Percent,Roque ''Rocky'' De La Fuente,Roque ''Rocky'' De La Fuente Percent,Larry (Lawrence) Cohen,Larry (Lawrence) Cohen Percent,Bernie Sanders,Bernie Sanders Percent,precinct_id
38,19,267,157,58.8,1,0.37,1,0.37,1,0.37,0,0.0,107,40.07,38019
38,20,259,127,49.03,0,0.0,4,1.54,0,0.0,0,0.0,128,49.42,38020
38,21,234,100,42.74,1,0.43,0,0.0,0,0.0,0,0.0,133,56.84,38021
38,22,269,112,41.64,0,0.0,1,0.37,1,0.37,2,0.74,153,56.88,38022
38,23,322,132,40.99,2,0.62,1,0.31,4,1.24,1,0.31,182,56.52,38023
38,24,268,117,43.66,3,1.12,2,0.75,0,0.0,0,0.0,146,54.48,38024
38,25,229,101,44.1,0,0.0,0,0.0,0,0.0,0,0.0,128,55.9,38025
38,26,272,131,48.16,0,0.0,1,0.37,1,0.37,0,0.0,139,51.1,38026
38,27,270,126,46.67,1,0.37,1,0.37,0,0.0,0,0.0,142,52.59,38027
38,28,289,129,44.64,3,1.04,3,1.04,1,0.35,4,1.38,149,51.56,38028
38,29,292,145,49.66,1,0.34,3,1.03,1,0.34,0,0.0,142,48.63,38029
38,30,254,116,45.67,2,0.79,1,0.39,0,0.0,0,0.0,135,53.15,38030
38,31,298,148,49.66,0,0.0,1,0.34,0,0.0,1,0.34,148,49.66,38031
38,32,269,99,36.8,0,0.0,1,0.37,0,0.0,1,0.37,168,62.45,38032
38,33,279,130,46.59,1,0.36,1,0.36,1,0.36,0,0.0,146,52.33,38033
38,34,313,143,45.69,1,0.32,1,0.32,0,0.0,0,0.0,168,53.67,38034
38,35,341,140,41.06,0,0.0,0,0.0,1,0.29,0,0.0,200,58.65,38035
38,36,267,111,41.57,1,0.37,2,0.75,0,0.0,0,0.0,153,57.3,38036
38,37,299,133,44.48,1,0.33,3,1.0,1,0.33,0,0.0,161,53.85,38037
38,38,242,126,52.07,1,0.41,0,0.0,1,0.41,1,0.41,113,46.69,38038
38,39,328,139,42.38,0,0.0,0,0.0,2,0.61,0,0.0,187,57.01,38039
38,40,289,125,43.25,0,0.0,3,1.04,2,0.69,0,0.0,159,55.02,38040
38,41,292,126,43.15,2,0.68,0,0.0,0,0.0,0,0.0,164,56.16,38041
39,1,285,142,49.82,2,0.7,3,1.05,4,1.4,0,0.0,134,47.02,39001
39,2,296,226,76.35,3,1.01,3,1.01,0,0.0,1,0.34,63,21.28,39002
39,3,369,161,43.63,1,0.27,0,0.0,0,0.0,0,0.0,207,56.1,39003
39,4,264,144,54.55,0,0.0,2,0.76,1,0.38,0,0.0,117,44.32,39004
39,5,338,139,41.12,0,0.0,3,0.89,0,0.0,2,0.59,194,57.4,39005
39,6,331,147,44.41,0,0.0,1,0.3,1,0.3,0,0.0,182,54.98,39006
39,7,299,135,45.15,1,0.33,3,1.0,1,0.33,1,0.33,158,52.84,39007
39,8,413,177,42.86,4,0.97,2,0.48,1,0.24,2,0.48,227,54.96,39008
39,9,333,155,46.55,0,0.0,0,0.0,0,0.0,0,0.0,178,53.45,39009
39,10,186,86,46.24,0,0.0,1,0.54,0,0.0,0,0.0,99,53.23,39010
39,11,324,162,50.0,0,0.0,1,0.31,0,0.0,1,0.31,160,49.38,39011
39,12,451,178,39.47,1,0.22,1,0.22,0,0.0,0,0.0,271,60.09,39012
39,13,288,140,48.61,1,0.35,1,0.35,1,0.35,0,0.0,145,50.35,39013
39,14,274,110,40.15,1,0.36,3,1.09,1,0.36,0,0.0,159,58.03,39014
39,15,320,158,49.38,3,0.94,3,0.94,0,0.0,0,0.0,156,48.75,39015
39,16,267,134,50.19,0,0.0,0,0.0,0,0.0,0,0.0,133,49.81,39016
39,17,366,127,34.7,0,0.0,3,0.82,0,0.0,0,0.0,236,64.48,39017
39,18,352,139,39.49,0,0.0,0,0.0,0,0.0,3,0.85,210,59.66,39018
39,19,323,129,39.94,2,0.62,4,1.24,0,0.0,0,0.0,188,58.2,39019
39,20,330,151,45.76,4,1.21,3,0.91,1,0.3,0,0.0,171,51.82,39020
39,21,236,108,45.76,0,0.0,10,4.24,2,0.85,1,0.42,115,48.73,39021
39,22,278,103,37.05,1,0.36,0,0.0,0,0.0,1,0.36,173,62.23,39022
39,23,309,145,46.93,0,0.0,7,2.27,1,0.32,0,0.0,156,50.49,39023
39,24,359,157,43.73,2,0.56,7,1.95,0,0.0,0,0.0,193,53.76,39024
39,25,296,125,42.23,1,0.34,2,0.68,0,0.0,1,0.34,167,56.42,39025
39,26,285,139,48.77,1,0.35,2,0.7,0,0.0,1,0.35,142,49.82,39026
39,27,63,33,52.38,1,1.59,1,1.59,0,0.0,0,0.0,28,44.44,39027
39,28,441,177,40.14,1,0.23,3,0.68,0,0.0,0,0.0,260,58.96,39028
39,29,188,78,41.49,3,1.6,1,0.53,0,0.0,0,0.0,106,56.38,39029
39,30,429,159,37.06,0,0.0,1,0.23,1,0.23,1,0.23,267,62.24,39030
39,31,312,145,46.47,0,0.0,0,0.0,0,0.0,0,0.0,167,53.53,39031
39,32,257,120,46.69,0,0.0,3,1.17,1,0.39,0,0.0,133,51.75,39032
39,33,351,136,38.75,3,0.85,1,0.28,0,0.0,0,0.0,211,60.11,39033
39,34,379,161,42.48,0,0.0,1,0.26,2,0.53,1,0.26,214,56.46,39034
39,35,330,138,41.82,1,0.3,2,0.61,1,0.3,1,0.3,187,56.67,39035
39,36,108,65,60.19,0,0.0,1,0.93,0,0.0,1,0.93,41,37.96,39036
39,37,321,165,51.4,3,0.93,2,0.62,1,0.31,0,0.0,150,46.73,39037
39,38,185,114,61.62,1,0.54,1,0.54,0,0.0,0,0.0,69,37.3,39038
39,39,197,110,55.84,3,1.52,2,1.02,0,0.0,0,0.0,82,41.62,39039
39,40,262,117,44.66,1,0.38,4,1.53,0,0.0,1,0.38,139,53.05,39040
39,41,321,156,48.6,1,0.31,4,1.25,2,0.62,2,0.62,156,48.6,39041
39,42,338,161,47.63,2,0.59,11,3.25,1,0.3,0,0.0,163,48.22,39042
39,43,298,150,50.34,2,0.67,5,1.68,0,0.0,0,0.0,141,47.32,39043
39,44,253,126,49.8,3,1.19,6,2.37,0,0.0,0,0.0,118,46.64,39044
39,45,291,144,49.48,2,0.69,7,2.41,0,0.0,1,0.34,137,47.08,39045
40,1,292,144,49.32,0,0.0,0,0.0,0,0.0,0,0.0,148,50.68,40001
40,2,309,157,50.81,1,0.32,3,0.97,0,0.0,0,0.0,148,47.9,40002
40,3,460,180,39.13,0,0.0,1,0.22,0,0.0,0,0.0,279,60.65,40003
40,4,201,96,47.76,1,0.5,0,0.0,0,0.0,0,0.0,104,51.74,40004
40,5,370,151,40.81,0,0.0,0,0.0,0,0.0,0,0.0,219,59.19,40005
40,6,477,165,34.59,0,0.0,1,0.21,0,0.0,1,0.21,310,64.99,40006
40,7,401,211,52.62,1,0.25,1,0.25,0,0.0,1,0.25,187,46.63,40007
40,8,511,181,35.42,1,0.2,0,0.0,1,0.2,0,0.0,328,64.19,40008
40,9,285,157,55.09,1,0.35,0,0.0,1,0.35,0,0.0,126,44.21,40009
40,10,367,152,41.42,0,0.0,2,0.54,1,0.27,0,0.0,212,57.77,40010
40,11,356,145,40.73,0,0.0,0,0.0,1,0.28,0,0.0,210,58.99,40011
40,12,287,140,48.78,0,0.0,2,0.7,0,0.0,0,0.0,145,50.52,40012
40,13,602,195,32.39,0,0.0,1,0.17,0,0.0,0,0.0,406,67.44,40013
40,14,303,149,49.17,0,0.0,1,0.33,1,0.33,1,0.33,151,49.83,40014
40,15,313,145,46.33,2,0.64,1,0.32,0,0.0,0,0.0,165,52.72,40015
40,16,494,191,38.66,1,0.2,2,0.4,0,0.0,0,0.0,300,60.73,40016
40,17,318,155,48.74,0,0.0,2,0.63,0,0.0,1,0.31,160,50.31,40017
40,18,312,150,48.08,1,0.32,1,0.32,0,0.0,0,0.0,160,51.28,40018
40,19,450,191,42.44,2,0.44,0,0.0,0,0.0,1,0.22,256,56.89,40019
40,20,364,184,50.55,2,0.55,0,0.0,0,0.0,1,0.27,177,48.63,40020
40,21,458,202,44.1,2,0.44,2,0.44,0,0.0,0,0.0,252,55.02,40021
40,22,375,181,48.27,1,0.27,0,0.0,0,0.0,0,0.0,193,51.47,40022
40,23,482,218,45.23,1,0.21,0,0.0,0,0.0,1,0.21,262,54.36,40023
40,24,288,133,46.18,0,0.0,4,1.39,0,0.0,0,0.0,151,52.43,40024
40,25,496,226,45.56,1,0.2,0,0.0,0,0.0,0,0.0,269,54.23,40025
40,26,432,189,43.75,0,0.0,1,0.23,0,0.0,0,0.0,242,56.02,40026
40,27,537,238,44.32,2,0.37,2,0.37,0,0.0,0,0.0,295,54.93,40027
40,28,468,195,41.67,0,0.0,1,0.21,0,0.0,0,0.0,272,58.12,40028
40,29,332,161,48.49,0,0.0,1,0.3,2,0.6,0,0.0,168,50.6,40029
40,30,306,150,49.02,2,0.65,5,1.63,0,0.0,0,0.0,149,48.69,40030
40,31,433,195,45.03,0,0.0,0,0.0,0,0.0,0,0.0,238,54.97,40031
40,32,417,203,48.68,0,0.0,0,0.0,1,0.24,0,0.0,213,51.08,40032
40,33,404,206,50.99,0,0.0,0,0.0,0,0.0,0,0.0,198,49.01,40033
40,34,282,129,45.74,0,0.0,1,0.35,0,0.0,0,0.0,152,53.9,40034
40,35,262,134,51.15,2,0.76,5,1.91,1,0.38,1,0.38,119,45.42,40035
40,36,337,197,58.46,0,0.0,2,0.59,0,0.0,0,0.0,138,40.95,40036
40,37,397,196,49.37,0,0.0,0,0.0,0,0.0,0,0.0,201,50.63,40037
40,38,487,156,32.03,1,0.21,0,0.0,0,0.0,0,0.0,330,67.76,40038
40,39,111,54,48.65,0,0.0,0,0.0,0,0.0,0,0.0,57,51.35,40039
41,1,246,120,48.78,4,1.63,3,1.22,0,0.0,0,0.0,119,48.37,41001
41,2,279,122,43.73,1,0.36,10,3.58,0,0.0,1,0.36,145,51.97,41002
41,3,261,125,47.89,1,0.38,2,0.77,0,0.0,0,0.0,133,50.96,41003
41,4,318,141,44.34,6,1.89,8,2.52,1,0.31,0,0.0,162,50.94,41004
41,5,328,148,45.12,5,1.52,7,2.13,0,0.0,0,0.0,168,51.22,41005
41,6,393,171,43.51,5,1.27,9,2.29,2,0.51,1,0.25,205,52.16,41006
41,7,305,145,47.54,2,0.66,8,2.62,2,0.66,1,0.33,147,48.2,41007
41,8,252,101,40.08,1,0.4,6,2.38,1,0.4,0,0.0,143,56.75,41008
41,9,318,149,46.86,0,0.0,3,0.94,0,0.0,0,0.0,166,52.2,41009
41,10,316,149,47.15,2,0.63,8,2.53,0,0.0,1,0.32,156,49.37,41010
41,11,303,133,43.89,3,0.99,7,2.31,2,0.66,0,0.0,158,52.15,41011
41,12,288,162,56.25,1,0.35,3,1.04,0,0.0,0,0.0,122,42.36,41012
41,13,279,116,41.58,4,1.43,3,1.08,0,0.0,0,0.0,156,55.91,41013
41,14,373,183,49.06,1,0.27,13,3.49,0,0.0,0,0.0,176,47.18,41014
41,15,360,152,42.22,6,1.67,7,1.94,1,0.28,0,0.0,194,53.89,41015
41,16,250,105,42.0,2,0.8,3,1.2,0,0.0,1,0.4,139,55.6,41016
41,17,263,137,52.09,2,0.76,7,2.66,1,0.38,1,0.38,115,43.73,41017
41,18,260,108,41.54,2,0.77,4,1.54,1,0.38,1,0.38,144,55.38,41018
41,19,349,158,45.27,1,0.29,11,3.15,2,0.57,0,0.0,177,50.72,41019
41,20,210,128,60.95,1,0.48,1,0.48,1,0.48,0,0.0,79,37.62,41020
41,21,276,113,40.94,1,0.36,4,1.45,1,0.36,1,0.36,156,56.52,41021
41,22,297,122,41.08,4,1.35,6,2.02,1,0.34,1,0.34,163,54.88,41022
41,23,233,125,53.65,3,1.29,2,0.86,0,0.0,1,0.43,102,43.78,41023
41,24,233,82,35.19,1,0.43,4,1.72,2,0.86,1,0.43,143,61.37,41024
41,25,193,91,47.15,1,0.52,3,1.55,1,0.52,0,0.0,97,50.26,41025
41,26,297,133,44.78,4,1.35,6,2.02,0,0.0,1,0.34,153,51.52,41026
41,27,204,91,44.61,1,0.49,1,0.49,0,0.0,1,0.49,110,53.92,41027
41,28,316,168,53.16,0,0.0,0,0.0,2,0.63,1,0.32,145,45.89,41028
41,29,195,104,53.33,1,0.51,0,0.0,0,0.0,1,0.51,89,45.64,41029
41,30,286,123,43.01,0,0.0,5,1.75,0,0.0,1,0.35,157,54.9,41030
41,31,297,172,57.91,1,0.34,9,3.03,0,0.0,1,0.34,114,38.38,41031
41,32,236,90,38.14,1,0.42,4,1.69,0,0.0,0,0.0,141,59.75,41032
41,33,267,138,51.69,4,1.5,5,1.87,3,1.12,0,0.0,117,43.82,41033
41,34,227,90,39.65,3,1.32,3,1.32,0,0.0,0,0.0,131,57.71,41034
41,35,321,120,37.38,4,1.25,5,1.56,0,0.0,1,0.31,191,59.5,41035
41,36,259,109,42.08,2,0.77,1,0.39,0,0.0,1,0.39,146,56.37,41036
41,37,311,136,43.73,1,0.32,5,1.61,1,0.32,1,0.32,167,53.7,41037
41,38,248,120,48.39,1,0.4,3,1.21,0,0.0,0,0.0,124,50.0,41038
41,39,317,153,48.26,6,1.89,7,2.21,0,0.0,0,0.0,151,47.63,41039
41,40,278,124,44.6,2,0.72,12,4.32,1,0.36,2,0.72,137,49.28,41040
41,41,254,127,50.0,3,1.18,3,1.18,1,0.39,1,0.39,119,46.85,41041
41,42,268,127,47.39,2,0.75,7,2.61,1,0.37,1,0.37,130,48.51,41042
41,43,290,141,48.62,3,1.03,2,0.69,1,0.34,1,0.34,142,48.97,41043
41,44,287,122,42.51,1,0.35,10,3.48,1,0.35,0,0.0,153,53.31,41044
41,45,262,119,45.42,3,1.15,1,0.38,0,0.0,1,0.38,138,52.67,41045
41,46,323,145,44.89,2,0.62,1,0.31,1,0.31,1,0.31,173,53.56,41046
41,47,307,132,43.0,4,1.3,7,2.28,0,0.0,0,0.0,164,53.42,41047
42,1,302,223,73.84,0,0.0,0,0.0,0,0.0,1,0.33,78,25.83,42001
42,2,303,170,56.11,1,0.33,1,0.33,0,0.0,0,0.0,131,43.23,42002
42,3,365,198,54.25,0,0.0,3,0.82,0,0.0,0,0.0,164,44.93,42003
42,4,470,280,59.57,1,0.21,0,0.0,0,0.0,0,0.0,189,40.21,42004
42,5,197,137,69.54,0,0.0,1,0.51,0,0.0,0,0.0,59,29.95,42005
42,6,368,234,63.59,1,0.27,0,0.0,0,0.0,0,0.0,133,36.14,42006
42,7,335,233,69.55,1,0.3,0,0.0,0,0.0,0,0.0,101,30.15,42007
42,8,315,207,65.71,0,0.0,0,0.0,0,0.0,0,0.0,108,34.29,42008
42,9,372,175,47.04,1,0.27,0,0.0,0,0.0,1,0.27,195,52.42,42009
42,10,368,193,52.45,0,0.0,0,0.0,1,0.27,0,0.0,174,47.28,42010
42,11,184,127,69.02,0,0.0,0,0.0,0,0.0,0,0.0,57,30.98,42011
42,12,218,149,68.35,0,0.0,3,1.38,0,0.0,0,0.0,66,30.28,42012
42,13,309,201,65.05,0,0.0,0,0.0,0,0.0,0,0.0,108,34.95,42013
42,14,274,157,57.3,0,0.0,1,0.36,0,0.0,0,0.0,116,42.34,42014
42,15,207,129,62.32,2,0.97,0,0.0,0,0.0,0,0.0,76,36.71,42015
42,16,323,169,52.32,0,0.0,0,0.0,1,0.31,0,0.0,153,47.37,42016
42,17,315,225,71.43,1,0.32,1,0.32,0,0.0,0,0.0,88,27.94,42017
42,18,298,165,55.37,0,0.0,1,0.34,0,0.0,0,0.0,132,44.3,42018
42,19,318,234,73.58,1,0.31,0,0.0,0,0.0,0,0.0,83,26.1,42019
42,20,255,152,59.61,0,0.0,1,0.39,0,0.0,0,0.0,102,40.0,42020
42,21,271,156,57.56,0,0.0,1,0.37,0,0.0,0,0.0,114,42.07,42021
42,22,163,110,67.48,0,0.0,0,0.0,0,0.0,0,0.0,53,32.52,42022
42,23,244,166,68.03,0,0.0,1,0.41,0,0.0,0,0.0,77,31.56,42023
42,24,287,196,68.29,0,0.0,0,0.0,0,0.0,1,0.35,90,31.36,42024
42,25,293,155,52.9,0,0.0,0,0.0,0,0.0,1,0.34,137,46.76,42025
42,26,321,206,64.17,0,0.0,1,0.31,0,0.0,0,0.0,114,35.51,42026
42,27,272,137,50.37,0,0.0,0,0.0,0,0.0,0,0.0,135,49.63,42027
42,28,395,229,57.97,1,0.25,0,0.0,0,0.0,0,0.0,165,41.77,42028
42,29,270,154,57.04,0,0.0,0,0.0,0,0.0,0,0.0,116,42.96,42029
42,30,230,175,76.09,0,0.0,1,0.43,0,0.0,0,0.0,54,23.48,42030
42,31,316,215,68.04,0,0.0,2,0.63,0,0.0,0,0.0,99,31.33,42031
42,32,262,158,60.31,0,0.0,1,0.38,0,0.0,0,0.0,103,39.31,42032
42,33,420,153,36.43,0,0.0,0,0.0,0,0.0,0,0.0,267,63.57,42033
42,34,236,170,72.03,0,0.0,2,0.85,0,0.0,0,0.0,64,27.12,42034
42,35,463,263,56.8,1,0.22,0,0.0,2,0.43,0,0.0,197,42.55,42035
42,36,421,257,61.05,0,0.0,0,0.0,0,0.0,0,0.0,164,38.95,42036
42,37,183,116,63.39,0,0.0,0,0.0,0,0.0,0,0.0,67,36.61,42037
42,38,241,152,63.07,0,0.0,0,0.0,0,0.0,0,0.0,89,36.93,42038
42,39,291,174,59.79,0,0.0,0,0.0,0,0.0,0,0.0,117,40.21,42039
42,40,355,225,63.38,1,0.28,0,0.0,0,0.0,0,0.0,129,36.34,42040
42,41,288,192,66.67,0,0.0,0,0.0,0,0.0,0,0.0,96,33.33,42041
42,42,403,210,52.11,0,0.0,2,0.5,0,0.0,1,0.25,190,47.15,42042
43,1,182,110,60.44,0,0.0,0,0.0,0,0.0,0,0.0,72,39.56,43001
43,2,297,170,57.24,0,0.0,0,0.0,0,0.0,0,0.0,127,42.76,43002
43,3,299,197,65.89,0,0.0,0,0.0,0,0.0,0,0.0,102,34.11,43003
43,4,313,199,63.58,0,0.0,0,0.0,0,0.0,0,0.0,114,36.42,43004
43,5,248,179,72.18,0,0.0,0,0.0,0,0.0,0,0.0,69,27.82,43005
43,6,191,108,56.54,1,0.52,0,0.0,0,0.0,0,0.0,82,42.93,43006
43,7,236,147,62.29,0,0.0,2,0.85,1,0.42,0,0.0,86,36.44,43007
43,8,250,173,69.2,0,0.0,1,0.4,0,0.0,0,0.0,76,30.4,43008
43,9,354,245,69.21,2,0.56,1,0.28,0,0.0,0,0.0,106,29.94,43009
43,10,343,212,61.81,0,0.0,0,0.0,0,0.0,1,0.29,130,37.9,43010
43,11,233,132,56.65,1,0.43,0,0.0,0,0.0,0,0.0,100,42.92,43011
43,12,200,113,56.5,0,0.0,0,0.0,0,0.0,0,0.0,87,43.5,43012
43,13,355,191,53.8,1,0.28,0,0.0,0,0.0,0,0.0,163,45.92,43013
43,14,297,199,67.0,0,0.0,0,0.0,0,0.0,0,0.0,98,33.0,43014
43,15,317,177,55.84,1,0.32,1,0.32,0,0.0,0,0.0,138,43.53,43015
43,16,332,155,46.69,1,0.3,2,0.6,0,0.0,0,0.0,174,52.41,43016
43,17,222,136,61.26,0,0.0,1,0.45,0,0.0,0,0.0,85,38.29,43017
43,18,306,178,58.17,0,0.0,1,0.33,0,0.0,0,0.0,127,41.5,43018
43,19,351,215,61.25,1,0.28,0,0.0,0,0.0,0,0.0,135,38.46,43019
43,20,371,210,56.6,0,0.0,0,0.0,0,0.0,0,0.0,161,43.4,43020
43,21,341,165,48.39,0,0.0,2,0.59,0,0.0,0,0.0,174,51.03,43021
43,22,201,100,49.75,1,0.5,0,0.0,0,0.0,0,0.0,100,49.75,43022
43,23,203,104,51.23,0,0.0,0,0.0,0,0.0,0,0.0,99,48.77,43023
43,24,210,129,61.43,0,0.0,1,0.48,1,0.48,2,0.95,77,36.67,43024
43,25,286,184,64.34,0,0.0,2,0.7,0,0.0,0,0.0,100,34.97,43025
43,26,227,149,65.64,0,0.0,0,0.0,0,0.0,0,0.0,78,34.36,43026
43,27,302,162,53.64,0,0.0,0,0.0,0,0.0,0,0.0,140,46.36,43027
43,28,398,241,60.55,0,0.0,1,0.25,0,0.0,0,0.0,156,39.2,43028
43,29,291,153,52.58,0,0.0,1,0.34,0,0.0,0,0.0,137,47.08,43029
43,30,442,178,40.27,2,0.45,2,0.45,0,0.0,0,0.0,260,58.82,43030
43,31,352,241,68.47,1,0.28,0,0.0,0,0.0,0,0.0,110,31.25,43031
43,32,367,218,59.4,1,0.27,2,0.54,0,0.0,0,0.0,146,39.78,43032
43,33,306,226,73.86,0,0.0,1,0.33,0,0.0,0,0.0,79,25.82,43033
43,34,260,148,56.92,1,0.38,0,0.0,1,0.38,0,0.0,110,42.31,43034
43,35,315,209,66.35,1,0.32,0,0.0,0,0.0,1,0.32,104,33.02,43035
43,36,172,81,47.09,0,0.0,0,0.0,0,0.0,1,0.58,90,52.33,43036
43,37,404,187,46.29,1,0.25,1,0.25,0,0.0,0,0.0,215,53.22,43037
43,38,218,166,76.15,0,0.0,0,0.0,0,0.0,0,0.0,52,23.85,43038
43,39,381,125,32.81,0,0.0,1,0.26,0,0.0,1,0.26,254,66.67,43039
43,40,254,130,51.18,1,0.39,0,0.0,0,0.0,0,0.0,123,48.43,43040
43,41,430,244,56.74,0,0.0,1,0.23,1,0.23,1,0.23,183,42.56,43041
43,42,268,156,58.21,0,0.0,0,0.0,0,0.0,0,0.0,112,41.79,43042
43,43,305,204,66.89,0,0.0,2,0.66,0,0.0,1,0.33,98,32.13,43043
43,44,301,155,51.5,0,0.0,0,0.0,0,0.0,0,0.0,146,48.5,43044
43,45,199,133,66.83,1,0.5,0,0.0,0,0.0,0,0.0,65,32.66,43045
43,46,168,95,56.55,0,0.0,0,0.0,1,0.6,0,0.0,72,42.86,43046
44,1,615,358,58.21,2,0.33,2,0.33,0,0.0,0,0.0,253,41.14,44001
44,2,346,191,55.2,0,0.0,1,0.29,0,0.0,0,0.0,154,44.51,44002
44,3,268,206,76.87,0,0.0,0,0.0,0,0.0,0,0.0,62,23.13,44003
44,4,383,265,69.19,0,0.0,0,0.0,0,0.0,0,0.0,118,30.81,44004
44,5,414,197,47.58,0,0.0,2,0.48,0,0.0,0,0.0,215,51.93,44005
44,6,475,216,45.47,0,0.0,1,0.21,1,0.21,0,0.0,257,54.11,44006
44,7,266,180,67.67,0,0.0,0,0.0,0,0.0,0,0.0,86,32.33,44007
44,8,445,228,51.24,1,0.22,0,0.0,0,0.0,0,0.0,216,48.54,44008
44,9,269,134,49.81,0,0.0,0,0.0,0,0.0,0,0.0,135,50.19,44009
44,10,338,186,55.03,0,0.0,0,0.0,0,0.0,0,0.0,152,44.97,44010
44,11,340,159,46.76,0,0.0,0,0.0,0,0.0,0,0.0,181,53.24,44011
44,12,400,229,57.25,0,0.0,0,0.0,0,0.0,0,0.0,171,42.75,44012
44,13,240,134,55.83,0,0.0,0,0.0,0,0.0,0,0.0,106,44.17,44013
44,14,309,134,43.37,0,0.0,0,0.0,0,0.0,0,0.0,175,56.63,44014
44,15,371,220,59.3,0,0.0,1,0.27,0,0.0,0,0.0,150,40.43,44015
44,16,400,198,49.5,2,0.5,1,0.25,0,0.0,0,0.0,199,49.75,44016
44,17,522,288,55.17,1,0.19,0,0.0,0,0.0,0,0.0,233,44.64,44017
44,18,336,187,55.65,2,0.6,0,0.0,0,0.0,0,0.0,147,43.75,44018
44,19,484,265,54.75,1,0.21,0,0.0,0,0.0,0,0.0,218,45.04,44019
44,20,376,161,42.82,0,0.0,0,0.0,0,0.0,0,0.0,215,57.18,44020
44,21,463,237,51.19,0,0.0,0,0.0,0,0.0,0,0.0,226,48.81,44021
44,22,433,261,60.28,0,0.0,0,0.0,0,0.0,0,0.0,172,39.72,44022
44,23,336,158,47.02,0,0.0,0,0.0,0,0.0,0,0.0,178,52.98,44023
44,24,277,182,65.7,0,0.0,1,0.36,0,0.0,0,0.0,94,33.94,44024
44,25,355,166,46.76,0,0.0,1,0.28,0,0.0,1,0.28,187,52.68,44025
44,26,449,212,47.22,0,0.0,1,0.22,0,0.0,0,0.0,236,52.56,44026
44,27,386,198,51.3,0,0.0,0,0.0,0,0.0,0,0.0,188,48.7,44027
44,28,443,233,52.6,1,0.23,2,0.45,0,0.0,1,0.23,206,46.5,44028
44,29,385,186,48.31,0,0.0,3,0.78,0,0.0,0,0.0,196,50.91,44029
44,30,391,200,51.15,0,0.0,0,0.0,0,0.0,0,0.0,191,48.85,44030
44,31,350,147,42.0,0,0.0,0,0.0,0,0.0,0,0.0,203,58.0,44031
44,32,393,176,44.78,0,0.0,0,0.0,0,0.0,0,0.0,217,55.22,44032
44,33,463,224,48.38,0,0.0,0,0.0,0,0.0,1,0.22,238,51.4,44033
44,34,399,236,59.15,2,0.5,1,0.25,1,0.25,0,0.0,159,39.85,44034
44,35,448,294,65.63,3,0.67,0,0.0,0,0.0,0,0.0,151,33.71,44035
44,36,395,182,46.08,0,0.0,1,0.25,0,0.0,0,0.0,212,53.67,44036
44,37,441,235,53.29,0,0.0,1,0.23,0,0.0,0,0.0,205,46.49,44037
44,38,328,148,45.12,0,0.0,0,0.0,0,0.0,0,0.0,180,54.88,44038
44,39,328,173,52.74,0,0.0,0,0.0,0,0.0,0,0.0,155,47.26,44039
44,40,348,174,50.0,0,0.0,1,0.29,0,0.0,0,0.0,173,49.71,44040
44,41,483,225,46.58,0,0.0,0,0.0,1,0.21,0,0.0,257,53.21,44041
45,1,297,126,42.42,0,0.0,0,0.0,0,0.0,1,0.34,170,57.24,45001
45,2,345,138,40.0,0,0.0,1,0.29,0,0.0,0,0.0,206,59.71,45002
45,3,332,145,43.67,1,0.3,2,0.6,0,0.0,0,0.0,184,55.42,45003
45,4,417,164,39.33,2,0.48,0,0.0,1,0.24,0,0.0,250,59.95,45004
45,5,331,166,50.15,1,0.3,1,0.3,1,0.3,0,0.0,162,48.94,45005
45,6,408,193,47.3,0,0.0,2,0.49,0,0.0,0,0.0,213,52.21,45006
45,7,452,233,51.55,2,0.44,2,0.44,0,0.0,1,0.22,214,47.35,45007
45,8,337,161,47.77,0,0.0,1,0.3,0,0.0,1,0.3,174,51.63,45008
45,9,359,141,39.28,3,0.84,2,0.56,2,0.56,2,0.56,209,58.22,45009
45,10,351,152,43.3,1,0.28,3,0.85,1,0.28,0,0.0,194,55.27,45010
45,11,283,113,39.93,1,0.35,1,0.35,0,0.0,0,0.0,168,59.36,45011
45,12,305,130,42.62,2,0.66,0,0.0,1,0.33,0,0.0,172,56.39,45012
45,13,318,118,37.11,2,0.63,0,0.0,0,0.0,0,0.0,198,62.26,45013
45,14,431,177,41.07,1,0.23,0,0.0,0,0.0,1,0.23,252,58.47,45014
45,15,430,183,42.56,1,0.23,0,0.0,0,0.0,1,0.23,245,56.98,45015
45,16,273,132,48.35,0,0.0,0,0.0,0,0.0,0,0.0,141,51.65,45016
45,17,320,144,45.0,2,0.63,2,0.63,0,0.0,0,0.0,172,53.75,45017
45,18,316,118,37.34,2,0.63,1,0.32,0,0.0,0,0.0,195,61.71,45018
45,19,167,71,42.51,0,0.0,2,1.2,0,0.0,0,0.0,94,56.29,45019
45,20,203,92,45.32,0,0.0,0,0.0,1,0.49,0,0.0,110,54.19,45020
45,21,262,123,46.95,0,0.0,4,1.53,1,0.38,0,0.0,134,51.15,45021
45,22,270,121,44.81,0,0.0,0,0.0,0,0.0,0,0.0,149,55.19,45022
45,23,276,134,48.55,0,0.0,1,0.36,0,0.0,0,0.0,141,51.09,45023
45,24,232,109,46.98,0,0.0,1,0.43,2,0.86,1,0.43,119,51.29,45024
