ward,precinct,total,Bill Brady & Jason Plummer,Bill Brady & Jason Plummer Percent,Pat Quinn & Sheila Simon,Pat Quinn & Sheila Simon Percent,Rich Whitney & Don W. Crawford,Rich Whitney & Don W. Crawford Percent,Lex Green & Ed Rutledge,Lex Green & Ed Rutledge Percent,Scott Lee Cohen & Baxter B. Swilley,Scott Lee Cohen & Baxter B. Swilley Percent,precinct_id
35,3,237,36,15.19,173,73.0,15,6.33,4,1.69,9,3.8,35003
35,4,306,70,22.88,190,62.09,22,7.19,5,1.63,19,6.21,35004
35,5,292,46,15.75,213,72.95,23,7.88,5,1.71,5,1.71,35005
35,6,275,66,24.0,165,60.0,24,8.73,4,1.45,16,5.82,35006
35,7,350,61,17.43,251,71.71,22,6.29,4,1.14,12,3.43,35007
35,8,255,35,13.73,200,78.43,7,2.75,1,0.39,12,4.71,35008
35,9,292,40,13.7,204,69.86,31,10.62,4,1.37,13,4.45,35009
35,10,298,49,16.44,208,69.8,30,10.07,2,0.67,9,3.02,35010
35,11,272,53,19.49,178,65.44,16,5.88,0,0.0,25,9.19,35011
35,12,367,56,15.26,264,71.93,30,8.17,8,2.18,9,2.45,35012
35,13,80,17,21.25,58,72.5,3,3.75,1,1.25,1,1.25,35013
35,14,319,35,10.97,248,77.74,22,6.9,2,0.63,12,3.76,35014
35,15,273,36,13.19,201,73.63,26,9.52,1,0.37,9,3.3,35015
35,16,323,44,13.62,240,74.3,23,7.12,4,1.24,12,3.72,35016
35,17,323,57,17.65,225,69.66,27,8.36,5,1.55,9,2.79,35017
35,18,356,62,17.42,253,71.07,23,6.46,3,0.84,15,4.21,35018
35,19,310,31,10.0,227,73.23,37,11.94,5,1.61,10,3.23,35019
35,20,275,44,16.0,201,73.09,19,6.91,3,1.09,8,2.91,35020
35,21,281,47,16.73,198,70.46,19,6.76,3,1.07,14,4.98,35021
35,22,110,20,18.18,83,75.45,4,3.64,2,1.82,1,0.91,35022
35,23,156,12,7.69,121,77.56,15,9.62,1,0.64,7,4.49,35023
35,24,167,29,17.37,125,74.85,7,4.19,0,0.0,6,3.59,35024
35,25,338,46,13.61,242,71.6,33,9.76,6,1.78,11,3.25,35025
35,26,337,74,21.96,225,66.77,17,5.04,3,0.89,18,5.34,35026
35,27,358,63,17.6,247,68.99,28,7.82,7,1.96,13,3.63,35027
35,28,348,38,10.92,282,81.03,20,5.75,3,0.86,5,1.44,35028
35,29,373,65,17.43,260,69.71,32,8.58,3,0.8,13,3.49,35029
35,30,415,57,13.73,297,71.57,42,10.12,4,0.96,15,3.61,35030
35,31,163,29,17.79,119,73.01,6,3.68,2,1.23,7,4.29,35031
35,32,160,11,6.88,136,85.0,7,4.38,1,0.63,5,3.13,35032
35,33,259,50,19.31,183,70.66,9,3.47,5,1.93,12,4.63,35033
35,34,337,54,16.02,248,73.59,21,6.23,2,0.59,12,3.56,35034
35,35,256,34,13.28,187,73.05,14,5.47,2,0.78,19,7.42,35035
35,36,204,39,19.12,142,69.61,11,5.39,0,0.0,12,5.88,35036
36,1,213,58,27.23,131,61.5,10,4.69,0,0.0,14,6.57,36001
36,2,230,63,27.39,154,66.96,2,0.87,1,0.43,10,4.35,36002
36,3,404,62,15.35,326,80.69,5,1.24,0,0.0,11,2.72,36003
36,4,154,24,15.58,116,75.32,7,4.55,1,0.65,6,3.9,36004
36,5,217,98,45.16,104,47.93,10,4.61,1,0.46,4,1.84,36005
36,6,242,71,29.34,137,56.61,10,4.13,4,1.65,20,8.26,36006
36,7,203,88,43.35,97,47.78,5,2.46,3,1.48,10,4.93,36007
36,8,264,108,40.91,128,48.48,9,3.41,2,0.76,17,6.44,36008
36,9,240,85,35.42,130,54.17,6,2.5,0,0.0,19,7.92,36009
36,10,183,64,34.97,98,53.55,6,3.28,1,0.55,14,7.65,36010
36,11,348,147,42.24,166,47.7,9,2.59,3,0.86,23,6.61,36011
36,12,184,62,33.7,108,58.7,6,3.26,2,1.09,6,3.26,36012
36,13,355,115,32.39,210,59.15,11,3.1,2,0.56,17,4.79,36013
36,14,256,80,31.25,155,60.55,8,3.13,2,0.78,11,4.3,36014
36,15,240,78,32.5,141,58.75,9,3.75,2,0.83,10,4.17,36015
36,16,396,78,19.7,287,72.47,10,2.53,3,0.76,18,4.55,36016
36,17,259,119,45.95,117,45.17,6,2.32,2,0.77,15,5.79,36017
36,18,324,162,50.0,141,43.52,7,2.16,1,0.31,13,4.01,36018
36,19,263,78,29.66,158,60.08,12,4.56,3,1.14,12,4.56,36019
36,20,359,100,27.86,223,62.12,11,3.06,3,0.84,22,6.13,36020
36,21,453,174,38.41,234,51.66,13,2.87,3,0.66,29,6.4,36021
36,22,368,109,29.62,238,64.67,7,1.9,5,1.36,9,2.45,36022
36,23,127,14,11.02,106,83.46,7,5.51,0,0.0,0,0.0,36023
36,24,315,23,7.3,280,88.89,1,0.32,0,0.0,11,3.49,36024
36,25,193,69,35.75,106,54.92,8,4.15,1,0.52,9,4.66,36025
36,26,294,109,37.07,158,53.74,8,2.72,3,1.02,16,5.44,36026
36,27,142,54,38.03,73,51.41,4,2.82,3,2.11,8,5.63,36027
36,28,228,89,39.04,112,49.12,9,3.95,1,0.44,17,7.46,36028
36,29,219,70,31.96,127,57.99,12,5.48,1,0.46,9,4.11,36029
36,30,333,146,43.84,157,47.15,8,2.4,2,0.6,20,6.01,36030
36,31,285,104,36.49,160,56.14,5,1.75,2,0.7,14,4.91,36031
36,32,257,92,35.8,135,52.53,12,4.67,0,0.0,18,7.0,36032
36,33,203,45,22.17,146,71.92,6,2.96,1,0.49,5,2.46,36033
36,34,212,104,49.06,91,42.92,4,1.89,1,0.47,12,5.66,36034
36,35,292,110,37.67,161,55.14,6,2.05,0,0.0,15,5.14,36035
36,36,234,73,31.2,145,61.97,5,2.14,1,0.43,10,4.27,36036
36,37,239,95,39.75,122,51.05,6,2.51,1,0.42,15,6.28,36037
36,38,162,52,32.1,90,55.56,9,5.56,4,2.47,7,4.32,36038
36,39,251,114,45.42,109,43.43,7,2.79,1,0.4,20,7.97,36039
36,40,307,124,40.39,157,51.14,8,2.61,2,0.65,16,5.21,36040
36,41,214,61,28.5,131,61.21,8,3.74,1,0.47,13,6.07,36041
36,42,238,82,34.45,120,50.42,4,1.68,5,2.1,27,11.34,36042
36,43,235,59,25.11,152,64.68,6,2.55,3,1.28,15,6.38,36043
36,44,310,49,15.81,247,79.68,6,1.94,3,0.97,5,1.61,36044
36,45,257,57,22.18,181,70.43,8,3.11,5,1.95,6,2.33,36045
36,46,210,77,36.67,116,55.24,1,0.48,3,1.43,13,6.19,36046
36,47,176,48,27.27,114,64.77,5,2.84,2,1.14,7,3.98,36047
36,48,221,92,41.63,113,51.13,4,1.81,1,0.45,11,4.98,36048
36,49,349,150,42.98,167,47.85,12,3.44,3,0.86,17,4.87,36049
36,50,223,80,35.87,126,56.5,4,1.79,4,1.79,9,4.04,36050
36,51,238,64,26.89,159,66.81,6,2.52,2,0.84,7,2.94,36051
36,52,256,79,30.86,158,61.72,7,2.73,2,0.78,10,3.91,36052
36,53,167,61,36.53,92,55.09,2,1.2,1,0.6,11,6.59,36053
36,54,363,35,9.64,311,85.67,8,2.2,3,0.83,6,1.65,36054
36,55,385,84,21.82,279,72.47,4,1.04,1,0.26,17,4.42,36055
37,1,159,19,11.95,126,79.25,4,2.52,2,1.26,8,5.03,37001
37,2,260,12,4.62,228,87.69,2,0.77,2,0.77,16,6.15,37002
37,3,192,9,4.69,174,90.63,2,1.04,1,0.52,6,3.13,37003
37,4,319,10,3.13,292,91.54,3,0.94,1,0.31,13,4.08,37004
37,5,329,9,2.74,307,93.31,5,1.52,0,0.0,8,2.43,37005
37,6,325,6,1.85,305,93.85,2,0.62,1,0.31,11,3.38,37006
37,7,340,6,1.76,322,94.71,2,0.59,1,0.29,9,2.65,37007
37,8,247,8,3.24,226,91.5,1,0.4,0,0.0,12,4.86,37008
37,9,280,5,1.79,256,91.43,7,2.5,2,0.71,10,3.57,37009
37,10,277,16,5.78,249,89.89,2,0.72,1,0.36,9,3.25,37010
37,11,96,25,26.04,60,62.5,4,4.17,1,1.04,6,6.25,37011
37,12,209,9,4.31,188,89.95,1,0.48,3,1.44,8,3.83,37012
37,13,251,9,3.59,232,92.43,1,0.4,0,0.0,9,3.59,37013
37,14,370,6,1.62,347,93.78,4,1.08,0,0.0,13,3.51,37014
37,15,290,3,1.03,281,96.9,1,0.34,0,0.0,5,1.72,37015
37,16,327,9,2.75,305,93.27,4,1.22,1,0.31,8,2.45,37016
37,17,263,6,2.28,244,92.78,2,0.76,1,0.38,10,3.8,37017
37,18,338,5,1.48,312,92.31,5,1.48,2,0.59,14,4.14,37018
37,19,163,20,12.27,133,81.6,4,2.45,0,0.0,6,3.68,37019
37,20,285,11,3.86,266,93.33,2,0.7,0,0.0,6,2.11,37020
37,21,290,7,2.41,275,94.83,4,1.38,0,0.0,4,1.38,37021
37,22,181,5,2.76,171,94.48,3,1.66,0,0.0,2,1.1,37022
37,23,226,4,1.77,214,94.69,1,0.44,2,0.88,5,2.21,37023
37,24,278,11,3.96,253,91.01,3,1.08,1,0.36,10,3.6,37024
37,25,337,9,2.67,321,95.25,3,0.89,0,0.0,4,1.19,37025
37,26,332,3,0.9,306,92.17,5,1.51,2,0.6,16,4.82,37026
37,27,326,5,1.53,308,94.48,3,0.92,0,0.0,10,3.07,37027
37,28,276,14,5.07,245,88.77,4,1.45,2,0.72,11,3.99,37028
37,29,316,7,2.22,292,92.41,4,1.27,0,0.0,13,4.11,37029
37,30,196,13,6.63,168,85.71,4,2.04,4,2.04,7,3.57,37030
37,31,298,8,2.68,273,91.61,3,1.01,1,0.34,13,4.36,37031
37,32,307,13,4.23,280,91.21,1,0.33,3,0.98,10,3.26,37032
37,33,259,4,1.54,248,95.75,1,0.39,0,0.0,6,2.32,37033
37,34,315,13,4.13,284,90.16,3,0.95,1,0.32,14,4.44,37034
37,35,292,9,3.08,275,94.18,2,0.68,0,0.0,6,2.05,37035
37,36,261,0,0.0,246,94.25,5,1.92,0,0.0,10,3.83,37036
37,37,267,6,2.25,250,93.63,4,1.5,0,0.0,7,2.62,37037
37,38,315,12,3.81,291,92.38,3,0.95,1,0.32,8,2.54,37038
37,39,218,45,20.64,146,66.97,5,2.29,1,0.46,21,9.63,37039
37,40,275,4,1.45,262,95.27,3,1.09,0,0.0,6,2.18,37040
37,41,345,4,1.16,323,93.62,1,0.29,3,0.87,14,4.06,37041
37,42,173,23,13.29,141,81.5,2,1.16,0,0.0,7,4.05,37042
37,43,246,11,4.47,227,92.28,1,0.41,1,0.41,6,2.44,37043
38,1,280,100,35.71,150,53.57,12,4.29,4,1.43,14,5.0,38001
38,2,202,56,27.72,121,59.9,5,2.48,3,1.49,17,8.42,38002
38,3,201,87,43.28,98,48.76,5,2.49,2,1.0,9,4.48,38003
38,4,148,42,28.38,89,60.14,5,3.38,3,2.03,9,6.08,38004
38,5,442,129,29.19,275,62.22,15,3.39,5,1.13,18,4.07,38005
38,6,231,78,33.77,136,58.87,10,4.33,2,0.87,5,2.16,38006
38,7,293,84,28.67,181,61.77,8,2.73,4,1.37,16,5.46,38007
38,8,185,78,42.16,87,47.03,6,3.24,0,0.0,14,7.57,38008
38,9,281,73,25.98,182,64.77,10,3.56,2,0.71,14,4.98,38009
38,10,341,72,21.11,243,71.26,8,2.35,5,1.47,13,3.81,38010
38,11,189,61,32.28,103,54.5,10,5.29,2,1.06,13,6.88,38011
38,12,251,90,35.86,132,52.59,10,3.98,2,0.8,17,6.77,38012
38,13,225,79,35.11,126,56.0,7,3.11,2,0.89,11,4.89,38013
38,14,208,66,31.73,122,58.65,7,3.37,1,0.48,12,5.77,38014
38,15,173,45,26.01,106,61.27,9,5.2,1,0.58,12,6.94,38015
38,16,241,62,25.73,157,65.15,11,4.56,2,0.83,9,3.73,38016
38,17,198,48,24.24,123,62.12,3,1.52,3,1.52,21,10.61,38017
38,18,258,97,37.6,128,49.61,7,2.71,2,0.78,24,9.3,38018
38,19,292,97,33.22,162,55.48,10,3.42,1,0.34,22,7.53,38019
38,20,352,100,28.41,221,62.78,17,4.83,6,1.7,8,2.27,38020
38,21,237,97,40.93,113,47.68,15,6.33,2,0.84,10,4.22,38021
38,22,256,83,32.42,145,56.64,11,4.3,2,0.78,15,5.86,38022
38,23,186,58,31.18,102,54.84,11,5.91,0,0.0,15,8.06,38023
38,24,169,48,28.4,105,62.13,6,3.55,2,1.18,8,4.73,38024
38,25,211,56,26.54,118,55.92,12,5.69,3,1.42,22,10.43,38025
38,26,178,62,34.83,98,55.06,6,3.37,1,0.56,11,6.18,38026
38,27,149,52,34.9,82,55.03,6,4.03,0,0.0,9,6.04,38027
38,28,191,49,25.65,124,64.92,10,5.24,0,0.0,8,4.19,38028
38,29,209,70,33.49,117,55.98,10,4.78,2,0.96,10,4.78,38029
38,30,225,65,28.89,128,56.89,10,4.44,3,1.33,19,8.44,38030
38,31,272,60,22.06,184,67.65,10,3.68,1,0.37,17,6.25,38031
38,32,300,99,33.0,174,58.0,10,3.33,1,0.33,16,5.33,38032
38,33,209,59,28.23,127,60.77,9,4.31,3,1.44,11,5.26,38033
38,34,154,42,27.27,96,62.34,5,3.25,3,1.95,8,5.19,38034
38,35,297,92,30.98,170,57.24,14,4.71,2,0.67,19,6.4,38035
38,36,242,78,32.23,138,57.02,9,3.72,3,1.24,14,5.79,38036
38,37,249,72,28.92,156,62.65,9,3.61,3,1.2,9,3.61,38037
38,38,280,112,40.0,142,50.71,3,1.07,5,1.79,18,6.43,38038
38,39,245,77,31.43,147,60.0,8,3.27,1,0.41,12,4.9,38039
38,40,200,65,32.5,116,58.0,5,2.5,3,1.5,11,5.5,38040
38,41,349,89,25.5,219,62.75,18,5.16,2,0.57,21,6.02,38041
38,42,285,110,38.6,152,53.33,10,3.51,4,1.4,9,3.16,38042
38,43,262,68,25.95,166,63.36,10,3.82,6,2.29,12,4.58,38043
38,44,256,91,35.55,138,53.91,14,5.47,0,0.0,13,5.08,38044
38,45,307,108,35.18,178,57.98,8,2.61,3,0.98,10,3.26,38045
38,46,225,70,31.11,135,60.0,6,2.67,1,0.44,13,5.78,38046
38,47,248,80,32.26,136,54.84,11,4.44,5,2.02,16,6.45,38047
38,48,240,60,25.0,160,66.67,5,2.08,2,0.83,13,5.42,38048
38,49,256,105,41.02,130,50.78,6,2.34,2,0.78,13,5.08,38049
38,50,261,93,35.63,140,53.64,9,3.45,1,0.38,18,6.9,38050
38,51,183,59,32.24,112,61.2,5,2.73,2,1.09,5,2.73,38051
38,52,256,70,27.34,150,58.59,13,5.08,1,0.39,22,8.59,38052
38,53,55,15,27.27,34,61.82,2,3.64,0,0.0,4,7.27,38053
39,1,276,126,45.65,127,46.01,7,2.54,3,1.09,13,4.71,39001
39,2,419,150,35.8,239,57.04,9,2.15,3,0.72,18,4.3,39002
39,3,301,146,48.5,144,47.84,5,1.66,2,0.66,4,1.33,39003
39,4,232,85,36.64,124,53.45,10,4.31,6,2.59,7,3.02,39004
39,5,212,67,31.6,125,58.96,8,3.77,0,0.0,12,5.66,39005
39,6,297,109,36.7,162,54.55,12,4.04,2,0.67,12,4.04,39006
39,7,189,38,20.11,129,68.25,8,4.23,2,1.06,12,6.35,39007
39,8,291,67,23.02,194,66.67,18,6.19,3,1.03,9,3.09,39008
39,9,326,74,22.7,208,63.8,16,4.91,6,1.84,22,6.75,39009
39,10,220,46,20.91,153,69.55,7,3.18,3,1.36,11,5.0,39010
39,11,311,86,27.65,197,63.34,8,2.57,1,0.32,19,6.11,39011
39,12,247,35,14.17,193,78.14,8,3.24,1,0.4,10,4.05,39012
39,13,177,47,26.55,120,67.8,6,3.39,2,1.13,2,1.13,39013
39,14,291,57,19.59,200,68.73,12,4.12,2,0.69,20,6.87,39014
39,15,273,137,50.18,120,43.96,7,2.56,1,0.37,8,2.93,39015
39,16,218,50,22.94,153,70.18,9,4.13,0,0.0,6,2.75,39016
39,17,234,63,26.92,147,62.82,11,4.7,2,0.85,11,4.7,39017
39,18,322,73,22.67,222,68.94,11,3.42,4,1.24,12,3.73,39018
39,19,183,55,30.05,108,59.02,12,6.56,2,1.09,6,3.28,39019
39,20,277,119,42.96,138,49.82,6,2.17,1,0.36,13,4.69,39020
39,21,183,48,26.23,115,62.84,11,6.01,0,0.0,9,4.92,39021
39,22,256,45,17.58,183,71.48,7,2.73,1,0.39,20,7.81,39022
39,23,163,31,19.02,121,74.23,4,2.45,3,1.84,4,2.45,39023
39,24,255,48,18.82,187,73.33,12,4.71,0,0.0,8,3.14,39024
39,25,310,78,25.16,190,61.29,14,4.52,7,2.26,21,6.77,39025
39,26,296,142,47.97,127,42.91,10,3.38,2,0.68,15,5.07,39026
39,27,301,68,22.59,191,63.46,23,7.64,5,1.66,14,4.65,39027
39,28,322,74,22.98,216,67.08,6,1.86,1,0.31,25,7.76,39028
39,29,284,75,26.41,184,64.79,12,4.23,4,1.41,9,3.17,39029
39,30,166,37,22.29,116,69.88,8,4.82,0,0.0,5,3.01,39030
39,31,200,39,19.5,139,69.5,12,6.0,1,0.5,9,4.5,39031
39,32,201,55,27.36,126,62.69,4,1.99,2,1.0,14,6.97,39032
39,33,351,88,25.07,228,64.96,18,5.13,3,0.85,14,3.99,39033
39,34,334,83,24.85,206,61.68,19,5.69,5,1.5,21,6.29,39034
39,35,334,90,26.95,218,65.27,15,4.49,4,1.2,7,2.1,39035
39,36,228,63,27.63,144,63.16,4,1.75,3,1.32,14,6.14,39036
39,37,407,161,39.56,213,52.33,12,2.95,9,2.21,12,2.95,39037
39,38,317,110,34.7,185,58.36,11,3.47,2,0.63,9,2.84,39038
39,39,117,26,22.22,69,58.97,9,7.69,5,4.27,8,6.84,39039
39,40,195,100,51.28,79,40.51,4,2.05,4,2.05,8,4.1,39040
39,41,118,29,24.58,84,71.19,1,0.85,0,0.0,4,3.39,39041
39,42,254,121,47.64,123,48.43,6,2.36,2,0.79,2,0.79,39042
39,43,284,68,23.94,186,65.49,19,6.69,3,1.06,8,2.82,39043
39,44,387,93,24.03,257,66.41,15,3.88,3,0.78,19,4.91,39044
39,45,173,31,17.92,129,74.57,5,2.89,0,0.0,8,4.62,39045
39,46,238,48,20.17,164,68.91,11,4.62,5,2.1,10,4.2,39046
39,47,188,83,44.15,86,45.74,4,2.13,0,0.0,15,7.98,39047
40,1,187,38,20.32,120,64.17,16,8.56,4,2.14,9,4.81,40001
40,2,172,33,19.19,121,70.35,8,4.65,1,0.58,9,5.23,40002
40,3,279,37,13.26,210,75.27,24,8.6,2,0.72,6,2.15,40003
40,4,277,48,17.33,210,75.81,16,5.78,0,0.0,3,1.08,40004
40,5,316,68,21.52,218,68.99,15,4.75,3,0.95,12,3.8,40005
40,6,295,31,10.51,217,73.56,31,10.51,4,1.36,12,4.07,40006
40,7,302,28,9.27,237,78.48,28,9.27,2,0.66,7,2.32,40007
40,8,86,26,30.23,54,62.79,3,3.49,0,0.0,3,3.49,40008
40,9,259,46,17.76,173,66.8,17,6.56,2,0.77,21,8.11,40009
40,10,302,76,25.17,201,66.56,7,2.32,2,0.66,16,5.3,40010
40,11,241,40,16.6,181,75.1,12,4.98,2,0.83,6,2.49,40011
40,12,202,18,8.91,167,82.67,14,6.93,1,0.5,2,0.99,40012
40,13,347,39,11.24,280,80.69,14,4.03,1,0.29,13,3.75,40013
40,14,304,65,21.38,215,70.72,9,2.96,4,1.32,11,3.62,40014
40,15,258,46,17.83,190,73.64,12,4.65,0,0.0,10,3.88,40015
40,16,290,57,19.66,211,72.76,13,4.48,2,0.69,7,2.41,40016
40,17,134,38,28.36,80,59.7,7,5.22,3,2.24,6,4.48,40017
40,18,305,61,20.0,221,72.46,10,3.28,2,0.66,11,3.61,40018
40,19,268,66,24.63,167,62.31,11,4.1,6,2.24,18,6.72,40019
40,20,248,59,23.79,162,65.32,13,5.24,1,0.4,13,5.24,40020
40,21,257,62,24.12,179,69.65,9,3.5,1,0.39,6,2.33,40021
40,22,187,38,20.32,134,71.66,8,4.28,1,0.53,6,3.21,40022
40,23,374,51,13.64,281,75.13,26,6.95,5,1.34,11,2.94,40023
40,24,178,57,32.02,106,59.55,5,2.81,1,0.56,9,5.06,40024
40,25,200,52,26.0,131,65.5,4,2.0,1,0.5,12,6.0,40025
40,26,330,27,8.18,272,82.42,19,5.76,2,0.61,10,3.03,40026
40,27,232,33,14.22,173,74.57,18,7.76,1,0.43,7,3.02,40027
40,28,329,38,11.55,262,79.64,14,4.26,2,0.61,13,3.95,40028
40,29,309,89,28.8,199,64.4,11,3.56,1,0.32,9,2.91,40029
40,30,311,101,32.48,190,61.09,8,2.57,3,0.96,9,2.89,40030
40,31,227,70,30.84,139,61.23,9,3.96,1,0.44,8,3.52,40031
40,32,156,45,28.85,97,62.18,5,3.21,0,0.0,9,5.77,40032
40,33,277,44,15.88,206,74.37,9,3.25,4,1.44,14,5.05,40033
40,34,172,43,25.0,115,66.86,6,3.49,1,0.58,7,4.07,40034
40,35,294,83,28.23,198,67.35,4,1.36,3,1.02,6,2.04,40035
40,36,308,66,21.43,223,72.4,10,3.25,3,0.97,6,1.95,40036
40,37,223,46,20.63,166,74.44,6,2.69,3,1.35,2,0.9,40037
40,38,153,32,20.92,109,71.24,4,2.61,0,0.0,8,5.23,40038
40,39,209,46,22.01,141,67.46,9,4.31,2,0.96,11,5.26,40039
40,40,176,33,18.75,125,71.02,10,5.68,2,1.14,6,3.41,40040
40,41,361,46,12.74,281,77.84,23,6.37,1,0.28,10,2.77,40041
40,42,328,74,22.56,227,69.21,19,5.79,1,0.3,7,2.13,40042
40,43,326,54,16.56,245,75.15,15,4.6,5,1.53,7,2.15,40043
40,44,177,39,22.03,117,66.1,8,4.52,3,1.69,10,5.65,40044
40,45,450,108,24.0,300,66.67,19,4.22,7,1.56,16,3.56,40045
40,46,363,85,23.42,249,68.6,9,2.48,2,0.55,18,4.96,40046
40,47,276,24,8.7,235,85.14,12,4.35,2,0.72,3,1.09,40047
40,48,179,65,36.31,104,58.1,4,2.23,1,0.56,5,2.79,40048
40,49,189,44,23.28,124,65.61,17,8.99,2,1.06,2,1.06,40049
41,1,424,214,50.47,177,41.75,14,3.3,3,0.71,16,3.77,41001
41,2,441,201,45.58,210,47.62,11,2.49,2,0.45,17,3.85,41002
41,3,352,158,44.89,167,47.44,13,3.69,1,0.28,13,3.69,41003
41,4,420,178,42.38,200,47.62,13,3.1,6,1.43,23,5.48,41004
41,5,492,206,41.87,241,48.98,19,3.86,8,1.63,18,3.66,41005
41,6,355,162,45.63,177,49.86,11,3.1,0,0.0,5,1.41,41006
41,7,475,194,40.84,232,48.84,17,3.58,6,1.26,26,5.47,41007
41,8,406,186,45.81,192,47.29,12,2.96,5,1.23,11,2.71,41008
41,9,405,172,42.47,190,46.91,14,3.46,3,0.74,26,6.42,41009
41,10,343,161,46.94,159,46.36,10,2.92,1,0.29,12,3.5,41010
41,11,392,195,49.74,168,42.86,11,2.81,1,0.26,17,4.34,41011
41,12,369,146,39.57,198,53.66,8,2.17,2,0.54,15,4.07,41012
41,13,226,109,48.23,94,41.59,7,3.1,3,1.33,13,5.75,41013
41,14,390,174,44.62,196,50.26,11,2.82,5,1.28,4,1.03,41014
41,15,450,200,44.44,210,46.67,12,2.67,5,1.11,23,5.11,41015
41,16,388,155,39.95,190,48.97,14,3.61,4,1.03,25,6.44,41016
41,17,398,156,39.2,210,52.76,14,3.52,4,1.01,14,3.52,41017
41,18,338,138,40.83,170,50.3,6,1.78,9,2.66,15,4.44,41018
41,19,423,195,46.1,201,47.52,9,2.13,2,0.47,16,3.78,41019
41,20,422,204,48.34,186,44.08,16,3.79,2,0.47,14,3.32,41020
41,21,411,173,42.09,210,51.09,9,2.19,2,0.49,17,4.14,41021
41,22,335,150,44.78,160,47.76,8,2.39,2,0.6,15,4.48,41022
41,23,329,145,44.07,159,48.33,11,3.34,0,0.0,14,4.26,41023
41,24,376,200,53.19,148,39.36,9,2.39,2,0.53,17,4.52,41024
41,25,178,72,40.45,94,52.81,3,1.69,1,0.56,8,4.49,41025
41,26,176,105,59.66,61,34.66,0,0.0,0,0.0,10,5.68,41026
41,27,134,66,49.25,57,42.54,1,0.75,2,1.49,8,5.97,41027
41,28,340,116,34.12,200,58.82,4,1.18,6,1.76,14,4.12,41028
41,29,206,65,31.55,123,59.71,8,3.88,1,0.49,9,4.37,41029
41,30,443,181,40.86,231,52.14,12,2.71,1,0.23,18,4.06,41030
41,31,424,166,39.15,225,53.07,10,2.36,1,0.24,22,5.19,41031
41,32,264,144,54.55,103,39.02,6,2.27,3,1.14,8,3.03,41032
41,33,283,131,46.29,128,45.23,7,2.47,5,1.77,12,4.24,41033
41,34,335,171,51.04,140,41.79,7,2.09,4,1.19,13,3.88,41034
41,35,433,194,44.8,201,46.42,19,4.39,3,0.69,16,3.7,41035
41,36,412,187,45.39,198,48.06,6,1.46,4,0.97,17,4.13,41036
41,37,453,219,48.34,204,45.03,8,1.77,7,1.55,15,3.31,41037
41,38,384,178,46.35,171,44.53,9,2.34,6,1.56,20,5.21,41038
41,39,264,110,41.67,122,46.21,14,5.3,1,0.38,17,6.44,41039
41,40,443,219,49.44,194,43.79,13,2.93,3,0.68,14,3.16,41040
41,41,408,183,44.85,189,46.32,11,2.7,3,0.74,22,5.39,41041
41,42,463,215,46.44,218,47.08,8,1.73,4,0.86,18,3.89,41042
41,43,385,171,44.42,183,47.53,7,1.82,4,1.04,20,5.19,41043
41,44,403,182,45.16,202,50.12,6,1.49,6,1.49,7,1.74,41044
41,45,393,157,39.95,208,52.93,10,2.54,1,0.25,17,4.33,41045
41,46,293,126,43.0,138,47.1,10,3.41,6,2.05,13,4.44,41046
41,47,335,159,47.46,152,45.37,9,2.69,1,0.3,14,4.18,41047
41,48,215,82,38.14,108,50.23,7,3.26,5,2.33,13,6.05,41048
41,49,460,235,51.09,193,41.96,14,3.04,3,0.65,15,3.26,41049
41,50,413,168,40.68,204,49.39,20,4.84,5,1.21,16,3.87,41050
41,51,274,106,38.69,146,53.28,10,3.65,1,0.36,11,4.01,41051
41,52,460,207,45.0,207,45.0,20,4.35,4,0.87,22,4.78,41052
41,53,382,155,40.58,185,48.43,9,2.36,4,1.05,29,7.59,41053
41,54,267,116,43.45,130,48.69,12,4.49,0,0.0,9,3.37,41054
41,55,373,187,50.13,155,41.55,10,2.68,4,1.07,17,4.56,41055
41,56,485,224,46.19,237,48.87,10,2.06,2,0.41,12,2.47,41056
41,57,339,157,46.31,162,47.79,8,2.36,2,0.59,10,2.95,41057
42,1,468,180,38.46,271,57.91,5,1.07,0,0.0,12,2.56,42001
42,2,238,61,25.63,165,69.33,3,1.26,1,0.42,8,3.36,42002
42,3,334,106,31.74,211,63.17,2,0.6,3,0.9,12,3.59,42003
42,4,358,145,40.5,194,54.19,8,2.23,4,1.12,7,1.96,42004
42,5,295,93,31.53,195,66.1,3,1.02,1,0.34,3,1.02,42005
42,6,513,166,32.36,318,61.99,9,1.75,5,0.97,15,2.92,42006
42,7,302,126,41.72,157,51.99,8,2.65,4,1.32,7,2.32,42007
42,8,427,160,37.47,248,58.08,8,1.87,4,0.94,7,1.64,42008
42,9,848,304,35.85,489,57.67,21,2.48,12,1.42,22,2.59,42009
42,10,272,91,33.46,170,62.5,2,0.74,0,0.0,9,3.31,42010
42,11,382,178,46.6,186,48.69,5,1.31,4,1.05,9,2.36,42011
42,12,264,115,43.56,137,51.89,4,1.52,3,1.14,5,1.89,42012
42,13,488,179,36.68,289,59.22,8,1.64,1,0.2,11,2.25,42013
42,14,374,157,41.98,202,54.01,5,1.34,1,0.27,9,2.41,42014
42,15,369,147,39.84,202,54.74,8,2.17,5,1.36,7,1.9,42015
